Museum Name	Legal Name	Museum Type	Latitude	Longitude	Income	Revenue
LILIAN FENDIG ART GALLERY	SAINT JOSEPHS COLLEGE	ART MUSEUM	40.95712	-87.14311	35978094.0	35142307.0
LIMBERLOST STATE HISTORIC SITE	FRIENDS OF THE LIMBERLOST STATE HISTORICAL SITE INC	HISTORIC PRESERVATION	40.60325	-84.95606	186559.0	175813.0
LINCOLN BOYHOOD NATIONAL MEMORIAL	LINCOLN BOYHOOD DRAMA ASSOCIATION INC	HISTORIC PRESERVATION	38.12101	-86.99778	778718.0	778718.0
LINCOLN ENDOWMENT	LINCOLN COLLECTION ENDOWMENT	HISTORIC PRESERVATION	41.07192	-85.13666	796791.0	796791.0
LINCOLN PIONEER VILLAGE & MUSEUM	FRIENDS OF LINCOLN PIONEER VILLAGE & MUSEUM INC	HISTORIC PRESERVATION	37.88096	-87.05923	0.0	0.0
LINDEN MADISON TOWNSHIP HISTORICAL SOCIETY	LINDEN MADISON TOWNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.10559	-86.91167	0.0	0.0
LITTLE RIVER RAILROAD	LITTLE RIVER RAILROAD INC	HISTORY MUSEUM	41.7001	-84.92007	88849.0	88849.0
LOGANSPORT & EEL RIVER RAILROAD MUSEUM	LOGANSPORT & EEL RIVER RAILROAD MUSEUM INC	HISTORY MUSEUM	40.76741	-86.35425	0.0	0.0
LUCKEY HOSPITAL MUSEUM	LUCKEY HOSPITAL MUSEUM INC	HISTORY MUSEUM	41.33501	-85.49476	0.0	0.0
MACEDONIAN MUSEUM	MACEDONIAN PATRIOTIC ORGANIZATION OF THE UNITED STATES & CA	GENERAL MUSEUM	41.07828	-85.13973	107959.0	107959.0
MADISON COUNTY HISTORICAL SOCIETY	MADISON COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.10501	-85.67936	33351.0	33351.0
MAPLELAWN FARMSTEAD	MAPLELAWN FARMSTEAD INC	HISTORIC PRESERVATION	39.96713	-86.28735	0.0	0.0
MARSHALL COUNTY HISTORICAL MUSEUM	MARSHALL COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.34001	-86.30915	239267.0	239267.0
MARSHALL COUNTY HISTORICAL SOCIETY	MARSHALL COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.34001	-86.30915	239267.0	239267.0
MARTIN COUNTY HISTORICAL SOCIETY	MARTIN COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	38.66987	-86.79797	0.0	0.0
MASONIC LIBRARY AND MUSEUM OF INDIANA	MASONIC LIBRARY AND MUSUEM OF INDIANA INC	GENERAL MUSEUM	39.77449	-86.15952	20961.0	20961.0
MATTHEWS COVERED BRIDGE HISTORICAL SOCIETY	MATTHEWS COVERED BRIDGE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.3887	-85.49567	0.0	0.0
MAUMEE VALLEY ANTIQUE STEAM & GAS ASSOCIATION	MAUMEE VALLEY ANTIQUE STEAM & GAS ASSOCIATION INC	HISTORY MUSEUM	41.09679	-84.92424	126026.0	124308.0
MCCLAIN MUSEUM	MCCLAIN MUSEUM INC	HISTORY MUSEUM	40.13947	-85.67426	56059.0	56059.0
MECCA ALLIANCE REPRESENTING A BUILDING SAVIOR	MECCA ALLIANCE REPRESENTING A BUILDING SAVIOR MECCA A R A B	HISTORIC PRESERVATION	39.7249	-87.33115	0.0	0.0
MEMORIAL OPERA HOUSE FOUNDATION	MEMORIAL OPERA HOUSE FOUNDATION INC	HISTORIC PRESERVATION	41.4667	-87.05952	0.0	0.0
MENNONITE HISTORICAL SOCIETY	MENNONITE HISTORICAL SOCIETY	HISTORIC PRESERVATION	41.5654	-85.82849	35571.0	35571.0
METCALF ART GALLERY	TAYLOR UNIVERSITY	ART MUSEUM	40.45915	-85.49516	98556927.0	87290953.0
MIAMI COUNTY HISTORICAL SOCIETY	MIAMI COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.75489	-86.06985	81704.0	65592.0
MICHAEL FEINSTEIN FOUNDATION FOR THE EDUCATION AND PRESERVATION OF THE GREAT AMERICAN SONGBOOK	FEINSTEIN FOUNDATION FOR THEEDUCATION AND PRESERVATION OF T	HISTORIC PRESERVATION	39.96411	-86.14161	559209.0	559209.0
MICHIGAN CITY ZOOLOGICAL SOCIETY	MICHIGAN CITY ZOOLOGICAL SOCIETY INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	41.72757	-86.89448	57684.0	46816.0
MID-AMERICA WINDMILL MUSEUM	KENDALLVILLE WINDMILL MUSEUM AND HISTORICAL SOCIETY INC	HISTORY MUSEUM	41.43501	-85.23225	58798.0	43650.0
MIDDLEBURY COMMUNITY HISTORICAL MUSEUM	MIDDLEBURY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.67729	-85.70385	35208.0	35208.0
MIDDLETOWN FALL CREEK TOWNSHIP	MIDDLETOWN-FALL CREEK TOWNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.05413	-85.53422	0.0	0.0
MIDDLETOWN-FALL CREEK TWNSHP HISTORICAL SOCIETY	MIDDLETOWN-FALL CREEK TOWNSHIP HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.04518	-85.5307	0.0	0.0
MIDWEST MUSEUM OF AMERICAN ART FOUNDATION	MIDWEST MUSEUM OF AMERICAN ART FOUNDATION	ART MUSEUM	41.68355	-85.97172	694307.0	685057.0
MILAN 54	MILAN 54 INC	GENERAL MUSEUM	39.12782	-85.14314	84424.0	77370.0
MILITARY HONOR PARK AND MUSEUM	MILITARY HONOR PARK AND MUSEUM INC	GENERAL MUSEUM	41.69771	-86.31053	0.0	0.0
MINNETRISTA	MINNETRISTA CULTURAL FOUNDATION INC	GENERAL MUSEUM	40.20392	-85.39388	6150715.0	4426231.0
MITCHELL PLACE GALLERY	MITCHELL PLACE GALLERY	ART MUSEUM	40.19196	-85.38662	0.0	0.0
MONROE COUNTY HISTORICAL SOCIETY	MONROE COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.16746	-86.5323	661590.0	642018.0
MONROE COUNTY SPORTS HALL OF FAME	MONROE COUNTY SPORTS HALL OF FAME INC	GENERAL MUSEUM	39.09555	-86.47273	0.0	0.0
MONROES BILL MUSEUM & PARK CAMPGROUND	BEAN BLOSSOM BROWN COUNTY JAMBOREE PRESERVATION FOUNDATION	GENERAL MUSEUM	39.27028	-86.24947	0.0	0.0
MONTGOMERY COUNTY CULTURAL FOUNDATION	MONTGOMERY COUNTY CULTURAL FOUNDATION INC	HISTORY MUSEUM	40.04306	-86.90149	192806.0	80126.0
MONTGOMERY COUNTY HISTORICAL SOCIETY	MONTGOMERY COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.03961	-86.8983	66725.0	66725.0
MONTPELIER HISTORIC PRESERVATION	MONTPELIER HISTORIC PRESERVATION INC	HISTORIC PRESERVATION	40.55968	-85.28319	0.0	0.0
MONTPELIER HISTORICAL SOCIETY	MONTPELIER HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.55386	-85.27636	0.0	0.0
MOORE-YOUSE HOME MUSEUM	DELAWARE COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.19463	-85.38631	0.0	0.0
MOORELAND COMMUNITY HISTORICAL SOCIETY	MOORELAND COMMUNITY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.01434	-85.25661	285.0	285.0
MOREAU ART GALLERIES	SAINT MARYS COLLEGE	ART MUSEUM	41.70532	-86.2287	109496423.0	96204460.0
MORGAN COUNTY ANTIQUE MACHINERY ASSOCIATION	MORGAN COUNTY ANTIQUE MACHINERY ASSOCIATION	HISTORIC PRESERVATION	39.43058	-86.42261	0.0	0.0
MORGAN COUNTY HISTORICAL PRESERVATION SOCIETY	MORGAN COUNTY HISTORICAL PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	39.4639	-86.45619	0.0	0.0
MORRIS-BUTLER HOUSE	HISTORIC LANDMARKS FOUNDATION OF INDIANA INC	HISTORIC PRESERVATION	39.78302	-86.14933	26606797.0	10495041.0
MORRIS-BUTLER HOUSE MUSEUM	HISTORIC LANDMARKS FOUNDATION OF INDIANA INC	HISTORIC PRESERVATION	39.78302	-86.14933	26606797.0	10495041.0
MUNCIE CHILDREN'S MUSEUM	MUNCIE CHILDRENS MUSEUM INC	CHILDREN'S MUSEUM	40.19012	-85.38778	418268.0	384585.0
MUSEUM OF 20TH CENTURY WARFARE	MUSEUM OF 20TH CENTURY WARFARE INC	HISTORY MUSEUM	39.90687	-86.06741	0.0	0.0
MUSEUM OF MINIATURE HOUSES	MUSEUM OF MINATURE HOUSES AND OTHER COLLECTIONS INC	ART MUSEUM	39.97831	-86.12493	104364.0	98823.0
MUSEUM OF SOUTHERN INDIANA BREWERY FAMILIES	MUSEUM OF BREWERY FAMILIES OF SOUTHERN IN CORP	HISTORY MUSEUM	37.95949	-87.56701	0.0	0.0
MUSEUMS OF PROPHETSTOWN	MUSEUMS OF PROPHETSTOWN INC	GENERAL MUSEUM	40.50913	-86.84161	282630.0	282630.0
NATIONAL ART MUSEUM OF SPORT	NATIONAL ART MUSEUM OF SPORT INC	ART MUSEUM	39.77369	-86.15792	106646.0	106646.0
NATIONAL ASSOCIATION OF ALADDIN LAMP COLLECTORS	NATIONAL ASSOCIATION OF ALADDIN LAMP COLLECTORS INC	GENERAL MUSEUM	38.29425	-85.85396	15099.0	5654.0
NATIONAL AUTOMOTIVE & TRUCK	NATIONAL AUTOMOTIVE AND TRUCK MUSEUM OF THE UNITED STATES I	GENERAL MUSEUM	41.35625	-85.05745	237600.0	215097.0
NATIONAL CENTER FOR GREAT LAKES NATIVE AMERICAN CULTURE	NATIONAL CENTER FOR GREAT LAKES NATIVE AMERICAN CULTURES IN	HISTORY MUSEUM	40.43654	-84.99733	31119.0	29528.0
NATIONAL CIVIL RIGHTS MUSEUM	NATIONAL CIVIL RIGHTS MUSEUM	GENERAL MUSEUM	41.57785	-87.35748	1499.0	1499.0
NAVILLETON SCHOOLHOUSE	NAVILLETON SCHOOLHOUSE INC	HISTORIC PRESERVATION	38.38218	-85.93862	0.0	0.0
NEW ALBANY FIRE MUSEUM	FRIENDS OF THE NEW ALBANY FIRE MUSEUM	GENERAL MUSEUM	38.27571	-85.74347	90198.0	90198.0
NEW YORK CENTRAL RAILROAD MUSEUM	FRIENDS OF THE NEW YORK CENTRAL RAILROAD MUSEUM INC	GENERAL MUSEUM	41.68198	-85.97094	0.0	0.0
NEWBURGH MUSEUM	NEWBURGH MUSEUM FOUNDATION CORPORATION	GENERAL MUSEUM	37.94548	-87.40607	0.0	0.0
NEWTON COUNTY HISTORICAL SOCIETY	NEWTON COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.77723	-87.44634	0.0	0.0
NOBLE COUNTY HISTORICAL SOCIETY	NOBLE COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	41.3697	-85.43654	0.0	0.0
NOBLESVILLE PRESERVATION ALLIANCE	NOBLESVILLE PRESERVATION ALLIANCE INC	HISTORIC PRESERVATION	40.03931	-86.00197	23797.0	23797.0
NORTH CENTRAL INDIANA ANTIQUE TRACTOR PULLERS ASSOCIATION	NORTHCENTRAL INDIANA ANTIQUE TRACTO R PULLERS ASSOCIATION I	HISTORIC PRESERVATION	40.9916	-86.01916	0.0	0.0
NORTH EAST INDIANA STEAM & GAS ASSOCIATION	NORTH EAST INDIANA STEAM & GAS ASSOCIATION INC	HISTORIC PRESERVATION	41.63977	-85.42322	28136.0	28136.0
NORTH MANCHESTER HISTORICAL SOCIETY	NORTH MANCHESTER HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.99911	-85.76994	228906.0	228906.0
NORTHERN IN HISTORICAL SOCIETY	NORTHERN IN HISTORICAL SOCIETY	HISTORIC PRESERVATION	41.67619	-86.26152	1592131.0	1547772.0
NORTHWEST INDIANA RAILROAD PRESERVATION SOCIETY	NORTHWEST INDIANA RAILROADPRESERVATION SOCIETY INC	HISTORIC PRESERVATION	41.61409	-87.51471	0.0	0.0
NORTHWEST INDIANA STEEL HERITAGE PROJECT	NORTHWEST INDIANA STEEL HERITAGE PROJECT INC	GENERAL MUSEUM	41.61661	-87.06501	0.0	0.0
NORTHWEST INDIANA WOMENS MUSEUM OF GARY INDIANA	NORTHWEST INDIANA WOMENS MUSEUM OF GARY INDIANA	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	41.59129	-87.35065	0.0	0.0
OAK GROVE HERITAGE HOUSE	OAK GROVE HERITAGE HOUSE INC	HISTORIC PRESERVATION	40.52436	-87.24493	0.0	0.0
OHIO COUNTY HISTORICAL SOCIETY	OHIO COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	38.94723	-84.85577	192851.0	192851.0
OLD COURTHOUSE PRESERVATION SOCIETY	OLD COURTHOUSE PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	37.97259	-87.5721	24695.0	23970.0
OLD EVANSVILLE HISTORIC ASSOCIATION	OLD EVANSVILLE HISTORIC ASSOCIATION	HISTORIC PRESERVATION	37.95693	-87.55867	0.0	0.0
OLD LIGHTHOUSE MUSEUM	MICHIGAN CITY HISTORICAL SOCIETY INCORPORATED OLD LIGHTHOUS	GENERAL MUSEUM	41.70571	-86.87593	91163.0	83894.0
OLD UNION COMMUNITY ASSOCIATION	OLD UNION COMMUNITY ASSOCIATION	HISTORIC PRESERVATION	38.62596	-86.93707	0.0	0.0
OSCEOLA HISTORICAL SOCIETY	OSCEOLA HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.67596	-86.07653	0.0	0.0
OSGOOD HISTORICAL MUSEUM	OSGOOD HISTORICAL MUSEUM INC	HISTORY MUSEUM	39.12991	-85.29157	0.0	0.0
OUR HERITAGE	OUR HERITAGE INC	HISTORIC PRESERVATION	38.98489	-85.60942	42233.0	42335.0
OWEN COUNTY HERITAGE AND CULTURE CENTER	OWEN COUNTY HERITAGE AND CULTURE CENTER INC	GENERAL MUSEUM	39.33943	-86.64913	0.0	0.0
OWEN COUNTY HISTORICAL & GENEALOGICAL SOCIETY	OWEN COUNTY HISTORICAL & GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	39.28545	-86.77264	0.0	0.0
PARADISE SPRINGS	PARADISE SPRINGS INC	HISTORY MUSEUM	40.78497	-85.82988	0.0	0.0
PARKE COUNTY HISTORICAL SOCIETY	PARKE COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.76244	-87.23349	0.0	0.0
PENDLETON HISTORICAL MUSEUM	PENDLETON HISTORICAL MUSEUM INC	HISTORIC PRESERVATION	39.99346	-85.76119	11419.0	11419.0
PEOPLE ENGAGING IN PRESERVATION	PEOPLE ENGAGING IN PRESERVATION	HISTORIC PRESERVATION	41.62198	-86.69538	39017.0	39017.0
PERCUSSIVE ARTS SOCIETY	PERCUSSIVE ARTS SOCIETY INC	HISTORIC PRESERVATION	39.76713	-86.15608	1623818.0	1617811.0
PERRY COUNTY MUSEUM	PERRY COUNTY MUSEUM INC	HISTORY MUSEUM	37.94484	-86.77123	0.0	0.0
PIVOTAL PEOPLE OF SOUTHERN INDIANA	PIVOTAL PEOPLE OF SOUTHERN INDIANA	HISTORIC PRESERVATION	38.54223	-86.46505	0.0	0.0
POLAND CHAPEL HISTORICAL SOCIETY	POLAND CHAPEL HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.46168	-86.96774	0.0	0.0
PORTAGE COMMUNITY HISTORICAL SOCIETY	PORTAGE COMMUNITY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.55068	-87.21371	0.0	0.0
PORTER COUNTY HERITAGE CORPORATION	PORTER COUNTY MUSEUM FOUNDATION	GENERAL MUSEUM	41.46668	-87.05965	265644.0	256446.0
POSEY COUNTY HISTORICAL SOCIETY	POSEY COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	37.94317	-87.8999	0.0	0.0
POTAWATOMI ZOO	POTAWATOMI ZOOLOGICAL SOCIETY INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	41.67136	-86.22071	891388.0	891388.0
PRAIRIE PRESERVATION GUILD	PRAIRIE PRESERVATION GUILD LTD	HISTORIC PRESERVATION	40.61265	-87.3221	164103.0	164103.0
PRESERVATION SOCIETY OF UNION CITY IND-OHIO	PRESERVATION SOCIETY OF UNION CITY IND-OHIO INC	HISTORIC PRESERVATION	40.19929	-84.8073	61883.0	37169.0
PRESIDENT BENJAMIN HARRISON FOUNDATION	BENJAMIN HARRISON PRESIDENTIAL SITE INC	GENERAL MUSEUM	39.78334	-86.15404	1044092.0	644151.0
PRESIDENT BENJAMIN HARRISON HOME	BENJAMIN HARRISON PRESIDENTIAL SITE INC	HISTORY MUSEUM	39.78383	-86.15396	1044092.0	644151.0
PULASKI COUNTY HISTORICAL SOCIETY	PULASKI CO HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.05093	-86.60271	21541.0	19281.0
PUTNAM COUNTY MUSEUM	PUTNAM COUNTY MUSEUM INC	HISTORY MUSEUM	39.65307	-86.86582	86913.0	80347.0
QUILTERS HALL OF FAME	QUILTERS HALL OF FAME INC	GENERAL MUSEUM	40.55293	-85.65988	60800.0	57508.0
RALPH TEETOR PLANETARIUM	EARLHAM COLLEGE	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	39.82555	-84.91992	111953458.0	90078756.0
RANDOLPH COUNTY HISTORICAL SOCIETY	RANDOLPH CO HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.16907	-84.98254	0.0	0.0
RANSOM PLACE NEIGHBORHOOD ASSOCIATION	RANSOM PLACE NEIGHBORHOOD ASSOCIATION INC	GENERAL MUSEUM	39.77369	-86.15792	0.0	0.0
RAPP GRANARY OWEN FOUNDATION	RAPP GRANARY OWEN FOUNDATION INC	GENERAL MUSEUM	38.09882	-87.90177	139546.0	139546.0
RED GRAVE MUSEUM	RED GRAVE MUSEUM INC	GENERAL MUSEUM	37.9524	-86.77054	0.0	0.0
RED SKELTON MUSEUM FOUNDATION	RED SKELTON MUSEUM FOUNDATION INC	GENERAL MUSEUM	38.68899	-87.51641	299554.0	261099.0
REITZ HOME MUSEUM	REITZ HOME PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	37.96807	-87.57274	252655.0	217095.0
REITZ HOME PRESERVATION SOCIETY	REITZ HOME PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	37.95693	-87.55867	252655.0	217095.0
REMINGTON AREA HISTORICAL SOCIETY	REMINGTON AREA HISTORICAL SOCIETY	HISTORIC PRESERVATION	40.7598	-87.15461	0.0	0.0
RICHMOND ART MUSEUM	RICHMOND ART MUSEUM INC	ART MUSEUM	39.82746	-84.90278	732311.0	464672.0
RIPLEY COUNTY BASKETBALL HALL OF FAME	RIPLEY COUNTY BASKETBALL HALL OF FAME	GENERAL MUSEUM	39.09596	-85.26692	0.0	0.0
RIPLEY COUNTY INDIANA HISTORICAL SOCIETY	RIPLEY COUNTY INDIANA HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.02964	-85.26185	0.0	0.0
ROANOKE AREA HERITAGE CENTER	ROANOKE AREA HERITAGE CENTER INC	GENERAL MUSEUM	40.96146	-85.37425	0.0	0.0
ROBERT & ELLEN HAAN MUSEUM OF INDIANA ART	ROBERT & ELLEN HAAN MUSEUM OFINDIANA ART INC	ART MUSEUM	40.41242	-86.88569	0.0	0.0
ROBERT E. WILSON GALLERY	HUNTINGTON UNIVERSITY INC	ART MUSEUM	40.89878	-85.49657	42490214.0	35560338.0
ROPKEY ARMOR MUSEUM	ROPKEY ARMOR MUSEUM INC	HISTORY MUSEUM	40.03383	-86.90311	341890.0	106325.0
ROSS TOWNSHIP HISTORICAL SOCIETY	ROSS TOWNSHIP HISTORICAL SOCIETY	HISTORIC PRESERVATION	41.4924	-87.32948	0.0	0.0
RUSH COUNTY HISTORICAL SOCIETY	RUSH COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.61058	-85.44053	0.0	0.0
RUSSIAVILLE HISTORICAL SOCIETY	RUSSIAVILLE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.3625	-86.22832	0.0	0.0
RV-MH HERITAGE FOUNDATION	RV-MH HERITAGE FOUNDATION INC	HISTORY MUSEUM	41.72359	-85.93068	1162561.0	1127848.0
SANTA CLAUS MUSEUM	SANTAS ELVES INC	GENERAL MUSEUM	38.09828	-86.92042	134524.0	122653.0
SANTAS ELVES & SANTA CLAUS MU	SANTAS ELVES INC	GENERAL MUSEUM	38.09828	-86.92042	134524.0	122653.0
SCIENCE CENTRAL	SCIENCE CENTRAL INC	GENERAL MUSEUM	41.09235	-85.13981	1699275.0	1637129.0
SCOTLAND HISTORICAL SOCIETY	SCOTLAND HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	38.91426	-86.90062	0.0	0.0
SCOTT COUNTY GENEALOGICAL SOCIETY	SCOTT COUNTY GENEALOGICAL SOCIETY INC	HISTORIC PRESERVATION	38.67577	-85.77006	0.0	0.0
SCOTTISH RITE CATHEDRAL	INDIANAPOLIS SCOTTISH RITE CATHEDRAL FOUNDATION INC	HISTORIC PRESERVATION	39.77616	-86.15782	1752681.0	737061.0
SHELBY COUNTY HISTORICAL SOCIETY	SHELBY COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.52302	-85.77763	660162.0	111642.0
SHELBY COUNTY INDIANA GENEALOGICAL SOCIETY	SHELBY COUNTY INDIANA GENEALOGICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	39.52274	-85.77319	0.0	0.0
SHELBY TOWNSHIP HISTORICAL ASSOCIATION	SHELBY TOWNSHIP HISTORICAL ASSOCIATION INC	HISTORIC PRESERVATION	40.44753	-86.93832	0.0	0.0
SHELDON SWOPE ART MUSEUM	SHELDON SWOPE ART MUSEUM INC	ART MUSEUM	39.46615	-87.40712	529236.0	424048.0
SHERIDAN HISTORICAL SOCIETY	SHERIDAN HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.13531	-86.22071	45344.0	45344.0
SHERIDAN MAIN STREET	SHERIDAN MAIN STREET	HISTORIC PRESERVATION	40.13075	-86.22183	0.0	0.0
SHIPSHEWANA AREA HISTORICAL SOCIETY	SHIPSHEWANA AREA HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.69546	-85.58436	0.0	0.0
SHIPSHEWANA CAR MUSEUM	SHIPSHEWANA CAR MUSEUM INC	GENERAL MUSEUM	41.64995	-85.60396	91113.0	91113.0
SHIRLEY CENTENNIAL & HISTORICAL SOCIETY	SHIRLEY CENTENNIAL & HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.91402	-85.55963	0.0	0.0
SHUBAEL LITTLE PIONEER VILLAGE	SHUBAEL LITTLE PIONEER VILLAGE INC	HISTORIC PRESERVATION	37.94942	-86.67119	0.0	0.0
SILVER HILLS HISTORICAL SOCIETY	SILVER HILLS HISTORICAL SOCIETY	HISTORIC PRESERVATION	38.28731	-85.82327	0.0	0.0
SNITE MUSEUM OF ART	UNIVERSITY OF NOTRE DAME DU LAC	ART MUSEUM	41.70532	-86.2287	2908175692.0	1584150976.0
SOUTH BEND MUSEUM OF ART	SOUTH BEND MUSEUM OF ART INC	ART MUSEUM	41.67548	-86.24865	1036491.0	1001785.0
SOUTH LAKE COUNTY AGRICULTURAL HISTORICAL SOCIETY	SOUTH LAKE COUNTY AGRICULTURAL HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	41.41763	-87.36309	0.0	0.0
SOUTHERN INDIANA BOTANICAL SOCIETY	SOUTHERN INDIANA BOTANICAL SOCIETY INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	38.35216	-85.88876	0.0	0.0
SOUTHWESTERN INDIANA HISTORICAL SOCIETY	SOUTHWESTERN INDIANA HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	37.97296	-87.52696	1759.0	1759.0
SPENCER COUNTY HISTORICAL SOCIETY	SPENCER COUNTY HISTORICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	37.88192	-87.04618	0.0	0.0
SPIRES HISTORICAL MUSEUM AND FOUNDATION	CITY OF SPIRES HISTORICAL MUSEUM AND FOUNDATION INC	HISTORIC PRESERVATION	39.05298	-84.8986	0.0	0.0
STAPP CIRCLE'S RANCH	STAPP CIRCLE S RANCH INC	NATURAL HISTORY MUSEUM	39.31761	-85.38625	137445.0	134259.0
STARKE COUNTY MUSEUM	STARKE COUNTY HISTORICAL SOCIETY	GENERAL MUSEUM	41.29317	-86.62334	0.0	0.0
STONES TRACE HISTORICAL SOCIETY	STONES TRACE HISTORICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	41.4634	-85.58631	0.0	0.0
STUDEBAKER NATIONAL MUSEUM	STUDEBAKER NATIONAL MUSEUM INC	GENERAL MUSEUM	41.67476	-86.26155	1099914.0	937935.0
SULLIVAN COUNTY HISTORICAL SOCIETY	SULLIVAN COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	39.09516	-87.40848	0.0	0.0
SUMNER B SHEETS MUSEUM OF WILDLIFE & MARINE EXHIBITS	SUMNER B SHEETS MUSEUM OF WILDLIFE AND MARINE EXHIBITS INC	GENERAL MUSEUM	40.91036	-85.55877	0.0	0.0
SURVEYORS HISTORICAL SOCIETY	SURVEYORS HISTORICAL SOCIETY	HISTORIC PRESERVATION	39.11296	-84.85812	0.0	0.0
SWISS HERITAGE SOCIETY	SWISS HERITAGE SOCIETY INC	HISTORIC PRESERVATION	40.66046	-84.94404	143657.0	119503.0
SWITZERLAND COUNTY HISTORICAL SOCIETY	SWITZERLAND CO HISTORICAL SOCIETY MAIN & MARKET ST	HISTORIC PRESERVATION	38.74764	-85.0653	198342.0	195397.0
SWITZERLAND COUNTY MUSEUM	SWITZERLAND CO HISTORICAL SOCIETY MAIN & MARKET ST	GENERAL MUSEUM	38.74764	-85.0653	198342.0	195397.0
SYRACUSE-WAWASEE HISTORICAL MUSEUM	SYRACUSE-WAWASEE HISTORICAL MUSEUM INC	HISTORY MUSEUM	41.4314	-85.75007	20602.0	20602.0
T C STEELE STATE HISTORIC SITE	FRIENDS OF T C STEELE STATE HISTORIC SITE INC	HISTORIC PRESERVATION	39.13659	-86.34772	0.0	0.0
TALTREE ARBORETUM & GARDENS	TALTREE ARBORETUM AND GARDENS FOUNDATION INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	41.43901	-87.16189	1487734.0	1344296.0
TELL CITY HISTORICAL SOCIETY	TELL CITY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	37.94856	-86.76868	0.0	0.0
TERRE HAUTE CHILDREN'S MUSEUM	TERRE HAUTE CHILDRENS MUSEUM INC	CHILDREN'S MUSEUM	39.46639	-87.40668	682358.0	641900.0
THINK LINCOLN	THINK LINCOLN INC	HISTORIC PRESERVATION	38.11131	-86.92705	17.0	17.0
THREE-CREEKS HISTORICAL ASSOCIATION	THREE-CREEKS HISTORICAL ASSOCIATION INC	HISTORIC PRESERVATION	41.28999	-87.4035	0.0	0.0
TIPPECANOE COUNTY HISTORICAL ASSOCIATION	TIPPECANOE COUNTY HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	40.41724	-86.8858	799385.0	788398.0
TIPPECANOE STEAM & GAS POWER ASSOCIATION	TIPPECANOE STEAM & GAS POWER ASSOCIATION INC	HISTORIC PRESERVATION	40.53656	-86.8263	13303.0	11382.0
TIPTON COUNTY HISTORICAL SOCIETY	TIPTON COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	40.27731	-86.04548	214799.0	210712.0
